id,article_id,image_url,image_hash,alt_text,caption,width,height,file_type,is_header,is_downloaded,local_path,position
5202,973,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEieOtuWp_0XZCPGeAiU06DwW_vVGAuCoSPgjkAZY-6BRUmRAIKyFepfedDYedmOv6WV6J4tfD6jmNEEMoOVQ37h2_SWDtBILSRYq0LGROyrqwiudJDzM2F-ZbYT7UaykAK0jEAH09Lp_G1D/?imgmax=800,2ae913303907ffde,image,,232,53,,0,0,,3
5203,973,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjqpZapPh8H-kwxOnPJpAjKkpyOVHVZ_C2mC7m4VDGEDMPMEh28S28Y6ZhXeozw1u87mKrhzoK5cl1AVob3YziqY-Nq_DVYI9FyJn5cGxwy_8YZC0LXfZdiP7g9BSZqxP_5laYfyS4JPmf2/?imgmax=800,ebc8b578ad66282d,image,,69,73,,0,0,,5
5204,973,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjoJnpVqADJAfLu6hvDkqeuRwN7uQcHovbW1ftSQipFTz2ZVt6_3ZIb6IYKs3azsylRLqGa2kIUrtuYXbdlaA7eswRZJ21KJt-29T3PpFNELhT_MEwddFhtYJHAHAlnKd3g2EpZ41T-9nyj/?imgmax=800,af8182b4c36087dd,image,,69,73,,0,0,,7
5205,973,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj6M6tHnpGuKrPZJJ6rYqf_2fZtRR4o8g2IJR_UNiJwcZiLAieEQPFTGMpPcgAO1bvmRcOcJ_HWf9JXNzegUHHa8RRhnBQTrejFZLjLJv87zVSeSxWTSuj5058H6re_GCQTUl2AvXuDBMk6/?imgmax=800,07c54e0349e1edcd,image,,59,69,,0,0,,9
5206,973,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgEiTT7ZI4BegV3MyBCodxyqUMWJuvTmYtANWlyq-eC82xsHd37cKbbm3dchvtKhP6VrzORkVwGQnkDxMFuzrNnlCHNSj7-kZFxVGLXWaOkkIa4k9wXmb-uEOuM_Va8pJCQDcXB0PqjDR5X/?imgmax=800,2c405c9be8ec1289,image,,59,69,,0,0,,10
5210,974,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgbpAdTKlh3LTt6nTryCOVIUCkADlOENLUw6zBZ-Ht-7qvca3KLoMJH-fg2BUv4tqbso08M9lcrRSN-mi0oBAZTuep9o1VXoyV4jaVajX4Kfi2ZAbcJ7Ox9Czp1GFzVPR611N50nJUldNBc/?imgmax=800,0ff5a81a6d645f3c,image,,179,119,,0,0,,3
5211,974,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg7akIBn7P3PqbLuwIP3MmpSYqokwKyXD8-p501BSt6nKDyr2aD16mNx2srbDKQ7pbALWHOMV88PCo9X4n19gGUhrahIxB5bIo5F6qJfEWyQFhysSiS2nYPPocLbvmLaQBjb8GP72-vdQI4/?imgmax=800,7c510bfccb81dd25,image,,54,63,,0,0,,4
5212,974,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg9Gb522_dTY630w6p6t1JRP8Au1sJ_bexhcuLHLtzf4ZUIZtLEj6440_2TYRHrTJ4PotoplqwGSn94AY15i4IDnBuEd9TIxy-DUbm6KAiF0LjFPIWEZ1zGKqKPw4Ad4JZZviqK23JBo4KH/?imgmax=800,d85bf81bb94c2380,image,,54,63,,0,0,,5
5216,975,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgX6_OqLCrQ-H1UMExN0rcB-eJlsPZ9e3P9gtFdWZXoT01ooLiOdTKYYlIOM05ghnCRjXpMDbckqRZgBNAaQFTVzgNf890T3cw5OtnsgCs7tUiv2kSOsLPIhceB7DdmLBUI2tMXoC0Td_SD/?imgmax=800,382ba7cbc536def0,image,,62,65,,0,0,,3
5217,975,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhlBsnIUrAFfzCsOXltoNSEXEnfxdzutP9Pb0A-L-lkhU3z-ZZX42wPfkNr2bkn_q-wubx0eRjEPMUZ67Qzxl8cvUODp2S-HxZpCLeqmeP_FhU0qAVUgPVMheBECfESIT6w1BnXIoTMNaMX/?imgmax=800,be8df638699fa76c,image,,57,66,,0,0,,4
5218,975,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg76vfPDRjgx8aJQqtQ3KoiHLn_VqGwSUhFLNoKq6zmO2H5ptIAOhyphenhyphenpOSm-vlQ1mAeBdWWgls_KFeAsnEIXlalwsRCz2yCNJfON0mhYVR9NUc34TvUQ8ArtKUlXYxMvJ7Ja8MAX2edY8Zw1/?imgmax=800,439f3bd58eefb28e,image,,67,69,,0,0,,5
5219,975,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi9ecMPqZtOExiUuqKe16Agb1Wt6Jn-nAyYhaYYcBkXI4LYM31ggmmYZ7nxjmsgVWPnwfaV3o7T9G0aaciYGi6-gbony-vgszUWYM4pOL-YWMiWOd0mSLosblYHXcwoZ5CXMRwLViZkm-5U/?imgmax=800,a4fc744967f18712,image,,58,65,,0,0,,6
5220,975,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiUxzfGQ1cQuBqoOSZqYpCr38zZjdHh1CAg2W6G-ojlVQAwfhvxM49LTWeyu5thxwjCPrujT9lPlwwVGmH-nuDj9IgzatrYjCKuMn_832HN1f0k1oZu40N97PNwHicTJ2sxUGVcIAVlXPTt/?imgmax=800,5d51242ef69261ab,image,,62,69,,0,0,,7
5221,975,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjUitqHgGlLJqsgaGuhOjTZEYqGuyX88WOyvoI8478tYD_bKoiQqaQe2F5CYFXcd4Y2uwgORIGsA3XQihOxOiQPOtYueUOVNzVjWH-sLZo6QzuiSij0K8_Lrg-9ESperioUvDJI9MFmAI-s/?imgmax=800,ecb716980e086a5d,image,,52,67,,0,0,,8
5237,980,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhqtkD86X7-thwA_gxCZ1lX_SJ2z_2hgmWd_VPHWV3URIvdn3eXl2OOdqdk4yajl6DFmbMzaTWYW4eOmWfaDcxgLGxENhh0W2PWhBmsY9YgIZ_aLTC6QJj8blhPFA0e8nZ0wFzJKkikwc8L/?imgmax=800,0f57fbb51b54d609,image,,236,240,,0,0,,3
5241,981,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiUYuZygd9Xr2huKZHTVBCnZkAcRi-EscRlPF68bCglEOtFdRnoinPPb5wmDyBa-Z7n5Y43TuzUIIXlIKalq-RGuagCYDfn5K0TBjTVtPpkcTmZCEtg9lBa7RtnSlXftyAJmeMapQbHIc_W/?imgmax=800,b86d0d08e87930b6,image,,217,229,,0,0,,3
5242,981,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjnwgqZSLk8170mJ8pRHMYe0UTPdM-4mdKOCPjpVswTiCV6j_OhaLkxpQ-UPi5qaJUX5cr09Qg2-n6JBfWy7r-WFw6VWqSc7trtOimZMBhtG3fqInDFVNEbWBvjUmTsFa6MQAz9gYF7vF0y/?imgmax=800,4f6392c3591cd450,image,,126,165,,0,0,,4
5243,981,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgYt6ELxjUwfBYx1DTMwEw1INddZ4oEn3STRoZUAJg2uWDhFLSAVXfubClm-u1amue_akjhjI6icqovcPNFOjHQ_9QinPgUfHSIjnhRmXu7MHLH6afnTBTt0TkSeicvLvPZWMsoGU6qKnpv/?imgmax=800,293854fc59f187c4,image,,126,165,,0,0,,5
5247,982,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgjmZUDX7t-I1hkqnCmJt1LXCqTyF4m832GUDRpjHoA-pECo0svBb0rE673YmviNiGfJXQ0PhwnXCFvV9q2ccPKJAniR-5D-KDM1c1mr3UKXvwvWUnAheRkBeAw7xg8IBR4F7Waldyb8Jwx/?imgmax=800,a3ca025d2c9ec68a,Ayndryl-Dediaalif-Forgotten-Languages,,135,137,,0,0,,3
5248,982,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhpwEpUVAOXGRI98AuBOtUizI3Ihyphenhyphen5xuIACcfv3p_6xI8kg31NQeu-di7tinjLEph3uDgUmg6cHV-YVW2oupcdN3ksPJuDlLCk2gAThtRJivTIAJ57lwOFEUdjniVxzgrG886n_1HNTpj20/?imgmax=800,0649336d4d2a19f7,image,,66,68,,0,0,,4
5249,982,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjth6NmBox1_Xehr6yuCacZfkrKMPzvNuVefShrd-XQXl8nHw6sNIhG_ZxhYdOHYtD_Qt_5D8XHPnHu_CRYaY7MW0UeSe9CghGX4VGqYqL3QUL6VqXgwBEX2Ger7TUtuv-B4ljuyzo35VpW/?imgmax=800,aa3f263dafcc5f1f,image,,66,68,,0,0,,5
5250,982,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi4KZ6I5H8XHVKhXRSTAY8D_-A2ra3fJl_1UjCx1AJrz-T9NJf0TF6KrFE1H56yx-_xO19dB4ojCCpWlJaroyQW4Ej7VUmj0YW3ONA-84AySFGYd36sfPkLoQM_Jq5QyAp0vxq5dMctwWhm/?imgmax=800,fa23027aab46ee6f,image,,60,65,,0,0,,6
5251,982,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjOt8BUUelPpSGuFgpZa9Aw1dvJ8HF7B3qCb-6gy_O_RjTl1Gs64zTSaaed1yzFISGoT4KW0DLLbbAmXXUt7ZoBGiIWW20VeeDeciIr72CmjHSltZ0hg2JjIE4KMMK0oBAbb529D_p8uOkK/?imgmax=800,dcfc37c7825bde0f,image,,60,65,,0,0,,7
5252,982,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhmMvAzxfqHkcvB5RH2JisslyLpufoMj95HwwzYeBJSkB0syYsVfXLK9bSzlwUPDJaI-UPQzo8K-bzBoDSnDZP6T-OCWFt9VvPLY0MoBKJnyafMEM-2ienuWg2B19Fqeplt1TbIgWYSGNVS/?imgmax=800,c4aa970b17d5c568,dediaalif_link,,212,86,,0,0,,8
5256,983,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjFAkCRUyi2DCBghPsgtAWxEASNSabeiDdAiZ-s82OcPK64xeQVgFfe8PvwR_yoH8b80KQVpGDHgS4qXyh_STu2lqDIJoEDPYW0uPpiY3TlGTxCe2kj6wtkRznUnb6lOyXwK_kWQ_H5QwHE/?imgmax=800,32c86d6b4445b7d0,Lingua-Infecta1B,,341,499,,0,0,,3
5257,983,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgB6sp7opoZ5-eG0U7lln-qI-W2CIT4bivoxBWfEy-ZRqIeywOxirSsMyH7yjLYPLSMuxUNpet1cINHF68LhQG3pv7vBFtWyJbbJv-8L2nn4RpvgtxPg3uiRtQ1zHx1r5va2RoHRiSh_7pV/?imgmax=800,176d9744ac213d0f,Lingua-Infecta2,,328,465,,0,0,,4
5261,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgf5A3auh-Wqd1HS4W-MU1nGf_zrkDjN8zARx1pLLwOJb2SrugVRlwWV0kyZQhY5BL2ND-WlmQtVEX5oPLB0bopwUFzuxwHcAeKOs-bQIzGnql9u7912pKUuRuxNJEuYKlaESK3BntDxgsc/?imgmax=800,5f623242130bdbfd,image,,55,63,,0,0,,3
5262,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhgFsR-DbloABDOlO8K64zqOl-FykdlU0t5fmx6qzbds-nz0Zf3HvcIvGB80RcnpCqZ0hg7WQdvkBlTfJnGiKHoAjj0l3dnMxxb8BETuDhV_KhpSxBIy5o_2bixMRZcmGeNZYW5BL9RxfEh/?imgmax=800,beb344c4e48dba9a,image,Khnake,55,63,,0,0,,4
5263,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjSOfFbK4FOgXluXD2ocI3b8oVE9ICSFCu9I4QK4MF-dabmYrA0lAT_2fxlw3L-Gmu5JpNDKccKnG-E_UzRHzvznVUEBEpdjB2cDv42x-5zGUUWBWGyPw9i8DKFGLGdz5mKKVzvZqYyO5LL/?imgmax=800,4f39066d87765a76,image,da rielel,62,67,,0,0,,5
5264,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjjAAxh6YMCE_wajFSRxfrm98dCpPaArs_bfn7mJjLYB2O4E7ddZWNTgXz9JuMvrVPglMlNqNL7lD6fXpqGMtkKku7MJDefzp16jS5P_mSm06YH6gqF01Lr0ioZh_SQ9GBifnKM3q8DzsBQ/?imgmax=800,c83bfef9576f25af,image,"eigh""",62,67,,0,0,,6
5265,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh7RXKySBePYdiKplZAXNZDKt9gik-2JqwEVRVJiYGk0WF4HPQjXk5lSfmt4Y3fYCY9-c5RC83ZxW58mhplvJqczXwWLXc0hXjInSN7AqS8-IEr2iQvUM7FyDxbNyS4_womgSzPneFzMqmz/?imgmax=800,50268e781db52ffa,image,kneiddy,59,61,,0,0,,7
5266,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgeYSWKes4bvhF8IrqARxCGwtI6kVdEJ7lF3ulM8-4uMQagzNKDfZWIwnYgG8HNP_CAFZIH8gJbrd4rap8X-p99uqJVMCdavkf7O0iPQe88ifWgRs7Kby1T5dRmc2fDByWZ7gHY-vfBLdBa/?imgmax=800,8d0e387af02a3a59,image,,59,61,,0,0,,8
5267,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh1f8fJOyAG_lYkJlMHq-LZDZaSdZT0aSuTmv_WRIhZKlGug7R54mg5oqhizqgkMFfvr7zyNh6-oroKK6-IsbVhsDkB8fkO8Ws8j1wWahJmxoLGVudGB4HIdy7kx5H6DH9p8hDh5a8SZx95/?imgmax=800,f37c40238747a592,image,"""seri areyn shakein gneid; tuit areyn shakein amielel, gwidiahin feah fele'aiah kis kieyhegh inelel.""",59,61,,0,0,,9
5268,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiWhm_gD6kpBMVhp0NcZP5zrY1CPa1DBfSzvafSyUbcg5mcuKB66nfQKFQDJWuULAT2V7v-sQlwp6A8Opl8QHHSLysyvLBXAh_aHH2fQqyL3gqKg8vqVvQzWlD-vXjRSaX5auaq0n_Rav0M/?imgmax=800,57017073894dea27,image,"""As nafin feah gwi'ai areyn dwaimah feah Kredne, feah kaseit nudais areyn vaeyng; feah neiner feah Dath nudais neikeh, feah neiner Seimil areyn ard.""",57,64,,0,0,,10
5269,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjbiPUWeAfS9wAIa1LpmxgpGDiQRGlwEOrJaxWzsd8pfb5P-0E4arE6XlCwUpMKbYtznNCCxR0v26UXj-rV1jvxDD6HsfzIygw_zLi5tuOOXAO-bdHBeUNgacx9amTpAaEbMOHb9Er2TG8m/?imgmax=800,b9fd382767a11f24,image,wnadh,57,64,,0,0,,11
5270,984,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhy9ZVpnd3iOSRjkj90CD9u2Zl9RKkbOCzquzQUe0lJxc-VE5DftH604RZ1s2WgcMIiA8LeshNyfrZ71VubKZySqhJyIvjmNwOtkAb0wPopHNwCpOMktsybUHFr6jM4KQSXuvKiItW4RLcH/?imgmax=800,52184a1d78bcb369,image,,53,59,,0,0,,12
5274,985,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhlRmDJ0-qmhbIA4BEMjHVvzJTiFDMGi_VQ-ALf1F4sl2xZnakKIFQxWfU3nEs4DZvy0xa5b0Rv-5wOAe5DKzW2llgfkoV6KXhhdad_Hp1ntFhNSt8L3AD8ftDuAS7_EeF1wVG7eb6utPr_/?imgmax=800,f3b6bc536f1cb5bc,image,,57,62,,0,0,,3
5275,985,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhDvx9O6r9jof_wuE0RslxX_EqgsxEji_xTEynLEMwGMleiT17rVY8Lom-9CdhLeaboOXQBn-BVAZSPnrgYUaomFx5IEdaCBRGtsOmwecXXTkd6T4nikvkxcuchhLXuieVfay2S6rFU5cqF/?imgmax=800,1418a1a8b32269d5,image,,57,62,,0,0,,4
5276,985,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjrg-Exk8gpLqqJMgGllAEAZsXjas4XwZFwn0h34EIlFQGYdsKy2TTTn7GtNWx7kFDv2vTmZY-jsd1oD9gapzfVrFxZSLKqQU2N7AIp79bryTCk-42uOTRiI_Al1hyX9iB34wPgEStiNoyE/?imgmax=800,970ca885d59e58a6,image,Negidove,57,62,,0,0,,5
5277,985,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiyV_bBGKFWZy2TYn0zDaZwyH1UyUvtSq2KGjepGY8zwyzMwNFQYGnRTB7ymO4PfOGsr8qseE31jzXypcFZZXVPgPox966GqgA4yZWJoE-46CBqFIGNcyePSSTIUI-eLyhbzLASkLcrylkG/?imgmax=800,02d15d09fe8af2e4,image,,89,92,,0,0,,6
5278,985,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgO2eQ4zecBgilFbu-IfJPPR3j-rsgrVmeft4PXVFqxjg0i6lqfS6KpM1ZclGvpz2p6xkySnIv-58jE34_LRCv1JxxGtrC1xYmOk9whI72akLUZmOC04PXpA_x4kno_8BqsXrfQTk9uqrUF/?imgmax=800,15f3397a50b293b4,image,oraozidora,89,92,,0,0,,7
5282,986,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh6uIwzYTWt3FfCETrNi-yLM7GDUVip5vT0r3-zyEhlH1H2aINgsOqTFqFVfrKqlecHpi2ZrWIWtb-b8fyUBq3B6hqfh8-GCHTNywvHhZdbzTehqf7evKryIJEQ7s3haXrzW9BEGckcKx_H/?imgmax=800,5fe40da50e89c1b3,13-vampyr-language-figure3,,239,244,,0,0,,3
5283,986,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgtVdt1KIwVZVEoOMoTCEQ51xFmTepoWUs_up2ccOqlv2yWdrH8gJIbagqpbqsLSvbTSPmsvbeLW55fD85LYuG3IsSfdd_EBiXgVlNQ-BKzllxBQuhR-qWXGwSAHCJPWDabLcxezfy5QN0F/?imgmax=800,9249e74fb743d59a,13-vampyr-language-figure2,,244,204,,0,0,,4
5290,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhC67drJPxpM-q2prGv8ePQo71yrynrylejC-jnLusXrW3T0thcJoOWnlPowKAMAsr3vZjou7CBEFXO0xkfFUcnHzCvv9nOadUxkxXrSW_ghVVyBo2qrRgMuLrzsRTl1Tc3_xuHCGca7ZbC/?imgmax=800,3403b16ce2f10f5b,image,,56,91,,0,0,,3
5291,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjeBkM95KdLL3e4A20605Gk20nx3BPyq89rTBdsFxdST0lSnbxcFupVo_oFX56OWN-BsqrJysiCMW4bH6wriNOgyDQeiU8hlXlfcBL-akahOD3Et1Sa9TpAyw1ZQC0vmGW-MlGtitt-QCNk/?imgmax=800,09396f33c4b6bc60,image,,74,75,,0,0,,4
5292,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiWmkrXqrEouR8-LiBhGt4Pa4o3ezFRms4c2WTL_ayBQaU-4d1COPJFNBVXmp4bNnJY6weFyHgVMpHhj70eXJaKuZ-5M_90yborOIgyOGfKfsnRVme-7vsG12fxxjF9ylhFdL-bq91tFFa2/?imgmax=800,43ee47a78c0245a3,image,,74,75,,0,0,,5
5293,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEipZhHFKdVrAoBhXEAddNqNrGKoYqN2-pJzcl4P7eIiaR3ipWyqXFMufKy8BF7v-bCHSsj_FTmn3wd66F4pHs__FM_mhOld8h8BQk6G3VzgU9dPwDtKsW_Z_M8bmyQ_f1NQ7mf0AVFZbeKl/?imgmax=800,cf122612b714479e,image,koelel ueyd,74,75,,0,0,,6
5294,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiAsHN6Mb7syc6SfHUQ4FfS7SL-S_Q1wRkfDlXM6FczD0YgjAu331AyBL-FGDxn_nTkx5xIW6TPVjmaVy0wWjvSYdgXpwc0jCCM4nn5dROJ5wOWHv-X2wUXSG4KxL-UDCh-M_NOyLS23kpf/?imgmax=800,4622e974f84fa7c2,image,,74,75,,0,0,,7
5295,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgL0cCvspFfr9iGP6I4SxYB-YE5Ai4lxMtzRa_813SIZHMwBbVJgl0KmnxLowBHDqo2gKClFBWIRzcQMbduc2IXRgpANSO08Qc0CTsjkQa_U-mkpjGl8wbAB_JLrZHI3Y4bjO4AYltduCbq/?imgmax=800,2c6748f94ea55168,image,,74,75,,0,0,,8
5296,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjx-vj9wYzx9jvQKfvbv1KB4yl7Nb9PB_S7YtEGxeAaIJvtHwfMugDHKDHy-s0BnJL6ngJKW5ezv0bE8XsMJGq9k9p1mVB5C7uvyOCAB-aNtysk3dwQx5wpolQ6z8zdINJ2sZC6Gbp25Eb4/?imgmax=800,330f9ab6e98249c5,image,,52,87,,0,0,,9
5297,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjOAGyJctZ6LAVFGW85kYji_55MnDr19ypfYG-w8iUhe88n-JITUDwlDgRkpUF-6KMOuj4eybTYB0B_vlMKx_6Bp4TpbR98my3LrzksGNY9b1YXxQNJ4Vhr8pvzSutE-gcByl0d7y1G-RE-/?imgmax=800,35569e9c994e8ade,image,,74,75,,0,0,,10
5298,988,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgOFSotq5S5JWBvjm2ecawsuijneTTGfCHxSnzS_niQXseQ7J1SPKzXhy8oaYap7suDLOT-DOMSuH7-vErQ4pKUc0_lkulST-5MqO6RfF9YNZCabUuXZFhv2LxmCTQVBZApfU2zaVmpVhX6/?imgmax=800,07ffed9fc520c3af,image,,74,75,,0,0,,11
5302,989,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjBYO3J9TMOGhv_Lz-3NvT1csVDcFxGCrD3zdd0gi2yvkS7Myk53yfjHrbax2-X5i9qGDiP8IQpAvQXfJN3BV5kkfeDEgoPDWe5BSB9x0qTtHFvcDHNnhqgae_1WvSu1LljXvVHHpBeUbM/?imgmax=800,73a80a7436a78e62,image,,89,107,,0,0,,3
5303,989,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgovABOc5FLp1t3_yNaOlW8mKCPuCdvq1vs_S4t7D7tVt1LlCfnmflMywcM5PA7NEVmArx2p5qghpk5gcpJaJungH_HMQ-F6RRxQ16bf55J-eAs7Fx4UWBAaGFNrTc8OKE2xIQkJkk2vuE/?imgmax=800,2c6a50533680b373,image,,89,107,,0,0,,4
5304,989,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjSfyp20eABeka3uhPvmARUv_5r0ac1xmlfbKOdtsQWIFxqt9PJh7A5ejLY0hhNdiq7ADKksKpJ0UyxGz1Py0Hoj5eGy8zSupgH8cnHDQU-TY6yqJyF5_Qq5jtP68dg6dLy6dzhvH3zZZs/?imgmax=800,ef3309a3e2b5e0a6,image,,97,95,,0,0,,5
5305,989,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjYhVZV4hyphenhyphenMQNqUCqmli4-JA0gNuiBKnjReOJMlxNMSxGKK8D2zABSDRf0IZTaGBSCPf348T7VZCvM9gTXcH11OUwFpJrbNKo7nNnZBthtVakSNs2v0V8ejpXq5pjUoZ1r4B8fwc7gH7kk/?imgmax=800,bd7c529176439de5,image,,116,87,,0,0,,6
5306,989,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjRgtxYeYn0gZYu2Ne5wSwsSTD_mhBXdECUlG1GcD0sYKjgveXrddmjm1sPGD349os1O2o9ugBbfLKMZYYSv8vyMBSeCbnEhWLM6OzJ9ZaZbKzn30HjvghnpwMJMuT6rMKuvntdouFHzVQ/?imgmax=800,46bc35ac81dd4b2d,image,,202,55,,0,0,,8
5316,992,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgUJzsJ7KDwYPy2bqtF0NPx5B1JC6u8QaPK-hXgX-F19mD6xHx9ZBZvVdup4KLEVPe8Q8UsamQxV5lwdhqCeLHUqDRyB3i4NXTuNPqLzWNBjqZEIM9AxUSs33Qmp83-F9aSCb6VbOfiD6U/?imgmax=800,90ea95b027f622bc,image,,430,320,,0,0,,3
5320,993,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjKaJi00Ln8IHv1pepY48BraVD5v_1o0D7YYgip1w4k7jkVx2YmTJDgV-fB9Sycmgi6JTJWNY2ErCRMNMOShvYnsBzE9bOyDIBaxrUQ7nAhFEdHiZoLIHYl7Amd7J0FRda14zA3xSKBi7s/?imgmax=800,598639878935a03e,Armeno-Qypchaq Language Cover,,222,293,,0,0,,3
5321,993,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg6JE6U6iMdSBXdCIs3GRU-MZhPb5cw8lC0x64mv9YTzxqoDu16FQ894VoRDxTXAqJHnZ54sdri4qNEs95BuQ3Yd2H7Fx15WDhyWvAqyq2P9vxBwNERHaj4ul-e8mH4mbvVYdUUGpmOiRU/?imgmax=800,d9e7e5a208393a86,image,,182,298,,0,0,,4
5322,993,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjPexHfxecT2eVROuN-J8Ze795-LIJXPZxBT76DUSA2erujbo07-Ijd9G2Cl9o3bR2rCfIsdGKMAfd6wmLd3on1z6U3MYFoSRZ_dREtWt0Bl8az_ATf-N9r5SOTIgY-yJ1Pq07Nc9qFu4E/?imgmax=800,c3314fd83365a470,Armenian Cryptolects Cover,,182,242,,0,0,,5
5326,994,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgp1ucj233lBi1yY3uX2QZLcVXi6xhIfs1zo6oyNce3YpWEGN0yCLRxdIq1ytjoiXm4UOm13c-BFm63RsMiSEU9hrD7VJ-S1UCbCCR7abygolHv8wX7VG0gcQnk9vqg-_kGkhbPl5NFU7c/?imgmax=800,d7eda976d225079d,Indigenous Languages of Central Siberia Cover,,238,419,,0,0,,3
5336,997,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhayUfkkfUFm1t48hzXwKJfa56oC-WY92XysjUC64z5dnKW3-YRXZsSBsfrRG4Hp54bmW4gJphByB1F74bdLV7vu28p-CqdXcCoV5rwp6ob8JbzMxQxf-hK1PnxsVuocSnIBDnmOOzTxSY/?imgmax=800,0f4896fdd47363fa,On Elymian and Etruscan Cover,,227,299,,0,0,,3
5337,997,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjmWeTodZR0SZ5BZds8h0SbUtfS1BYnejd4O5_p6bZsc5fd1D1cGzmdKIzUT7KgyIAXZV93NFOObM_RxaTiZqI610yABzWzmy9XF-nVWSFhQd1U76DOCN4ADFLtquDSLDJE7K1TO2GUzHc/?imgmax=800,534f674c2eb63e15,image,,422,375,,0,0,,4
5338,997,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgMLknBWsqak3ILd0VraPLJa7p6oTLStlA-wwxpDAxR2dyakwC4A4pl17HFAIbZWdmwE7FSvE0fSx3ROqumf10Vd0Bx-_vyOB3SR9cvqXWTV8BT0cvlh9WIIhHSD_EDXRvL0fnLkNaWBrs/?imgmax=800,b506ba4ab6888c6a,image,,418,304,,0,0,,5
