id,article_id,entry_text,entry_hash,author,year,title,journal,volume,pages,publisher,url,doi,position
1316,842,"Hanham, Alison (1968) ""Biniken Bureris Hecate: shuskenta ritusktir tititen bikatmi"", Bureris Nikatita 13, 59-64. Bair biniken kuskabra Nicneven.",7cef5c50322d3201,"Hanham, Alison",1968,Biniken Bureris Hecate: shuskenta ritusktir tititen bikatmi,Bureris Nikatita,,,,,,277
1317,842,"Houwen, Luuk (1987) ""Shunirien, antedatings labirira berenbin kiike DOST labirira OED"", Bureris Shatitmi 6, 21-29.",a3e73eba8d1cfc74,"Houwen, Luuk",1987,"Shunirien, antedatings labirira berenbin kiike DOST labirira OED",Bureris Shatitmi,,,,,,278
1318,842,"Kay, Misekbin (1994) ""Shuskenta kitabiku shuskisis kiek rituntin miriitban: shuskenta shuskabre kiek Biniken Ririinita Matekkur labirira Shuskenta Matekkur kiek Sikikta Kerunba"" keat Alexander Fenton labirira Donald MacDonald eds. Nikatita keat R",eef367c69fddc4aa,"Kay, Misekbin",1994,Shuskenta kitabiku shuskisis kiek rituntin miriitban: shuskenta shuskabre kiek Biniken Ririinita Matekkur labirira Shuskenta Matekkur kiek Sikikta Kerunba,,,,,,,279
1319,842,"Macafee, Caroline (1990) ""Biniken Ririinita Matekkur: shiriatke ruskatmi kiike biniken meraru shusiritir"", Shimen kiek Bureris Shimimtir 6, 85-86.",a18b4b60ad03fd76,"Macafee, Caroline",1990,Biniken Ririinita Matekkur: shiriatke ruskatmi kiike biniken meraru shusiritir,,,,,,,280
1320,842,"MacDonald, Roderick (1994) ""SHUSKENTA meraru rininsk"", Bureris Language13, 82-87. Bair skalk, scaulin pyock, skail, polk breik.",8ab7c3f5d6518d52,"MacDonald, Roderick",1994,SHUSKENTA meraru rininsk,,,,,,,282
1321,842,"McIntosh, Angus (1987) ""Biniken Shuskikra Kerunba labirira Ririinita kikitkur kiek risuskban, mikiman labirira shekusktin: shabusbin word-geographical ririen, shimektin labirira bunatike"" keat Macafee labirira Macleod, eds. , 106-15.",47e7ce1e4e2183e2,"McIntosh, Angus",1987,"Biniken Shuskikra Kerunba labirira Ririinita kikitkur kiek risuskban, mikiman labirira shekusktin: shabusbin word-geographical ririen, shimektin labirira bunatike",,,,,,,283
1322,842,"Macleod, Iseabail (1993) ""Biniken saur o biniken shatimmi""Titustir 318, shinirisk buraben Shikurbin Ririinita, Shinuskra 1993, 27-28.",cfda610bc086767c,"Macleod, Iseabail",1993,Biniken saur o biniken shatimmi,Ririinita,,,,,,284
1323,842,"Macleod, Iseabail (1993) ""Munikita keat tuniku: shabusbin bunatike keat Bureris lanatste"", Kerunba World-Wide 14: 1, 115-128.",d9e4487deba5f718,"Macleod, Iseabail",1993,Munikita keat tuniku: shabusbin bunatike keat Bureris lanatste,,,,,,,285
1324,842,"Macleod, Iseabail (1998) ""Ririinita sisitban tusiriiku labirira shiriisita"", Bureris Shatitmi 17, 10-15.",0ae9eccf9c338abc,"Macleod, Iseabail",1998,Ririinita sisitban tusiriiku labirira shiriisita,Bureris Shatitmi,,,,,,286
1325,842,"Meier, Hans (1961) , shimen kiek Biniken Bureris Shanitban Meraru IV: III, IV Galti-Hair (1955-6) , V: I-III Hair-Kempy (1957-60) , Kerunba Nikatita 42: 4, 1-7.",9a4dde26523665b3,"Meier, Hans",1961,"shimen kiek Biniken Bureris Shanitban Meraru IV: III, IV Galti-Hair (1955-6) , V: I-III Hair-Kempy (1957-60) , Kerunba Nikatita 42: 4, 1-7",Kerunba Nikatita,,,,,,288
1326,842,"Meier, H. H.  (1969) ""Lanatste keir shabiktin ruskitan"", Kerunba Nikatita 50, 141-151. Luniken kinabis keuk DOST labirira OED.",a58e459882d946cb,"Meier, H. H",1969,Lanatste keir shabiktin ruskitan,Kerunba Nikatita,,,,,,289
1327,842,"Meier, H. H.  (1973) Shimen kiek Biniken Bureris Shanitban Meraru VI: III kiike IX: II, Kerunba Nikatita 54: 3, 306-308. Lenban bair biniken taninba kiek nimabban natisiku.",7a794733279b2a4e,"Meier, H. H",1973,"Shimen kiek Biniken Bureris Shanitban Meraru VI: III kiike IX: II, Kerunba Nikatita 54: 3, 306-308",Kerunba Nikatita,,,,,,290
1328,842,"Millar, Robert McColl (1994) ""SHUSKENTA shuritita titarsk sheesk Ririinita smirr ‘traces kiek shinimkur keat biniken wind’"", Miriiksk labirira Matusra reritike muskurra 41: 3 (Tisunike 1994) , 312-314.",2e06508db516bc17,"Millar, Robert McColl",1994,SHUSKENTA shuritita titarsk sheesk Ririinita smirr ‘traces kiek shinimkur keat biniken wind’,,,,,,,291
1329,842,"Millar, Robert McColl (1999) ""Shabusbin mikiktin labirira senusmi bisitba keat biniken lexical/semantic shabikbin kiek Ririinita"", Bekra Tanitban 18, 55-65. Shabusbin kiek biniken shuskarre nisatre nabiken baan biniken muskerban rikusen.",70b5ae79e71c7aa1,"Millar, Robert McColl",1999,Shabusbin mikiktin labirira senusmi bisitba keat biniken lexical/semantic shabikbin kiek Ririinita,Bekra Tanitban,,,,,,292
1330,842,"Montgomery, Michael (1993) ""Biniken lanatste kiek Hiberno-English"", Lanitita Nikatita Reriksk Nitabta 93: 3, 19-35.",555a3356155951b0,"Montgomery, Michael",1993,Biniken lanatste kiek Hiberno-English,Lanitita Nikatita Reriksk Nitabta,,,,,,293
1331,842,"Murison, Timusbin (1987) ""Bureris lanatste"" keat Caroline Macafee labirira Iseabail Macleod eds. Biniken Nuttis Schell: Teratis bair biniken Ririinita Shatitmi kba kiike Shuskenta. J. Aitken, Shabatre Lunuskkur Kitaren, 17-24.",b7d4a40ad8767717,"Murison, Timusbin",1987,Bureris lanatste,,,,,,,294
1332,842,"Murison, Timusbin (1972) ""Biniken Bureris Shanitban Meraru"", Lunuskkur kiek Edinburgh Sanikmi 25: 4, 305-309.",1be7b7e3875e0e47,"Murison, Timusbin",1972,Biniken Bureris Shanitban Meraru,,,,,,,295
1333,842,"Nieuwenhuis, P.  (1985) ""Bikikre"", shikikste Lunuskkur kiek Edinburgh PhD tikarban. Bair -ie.",25e9d91a2b73ecfd,"Nieuwenhuis, P",1985,Bikikre,,,,,,,296
1334,842,"Ó Baoill, Colm (1991) ""Naraniku kier Ririinita labirira Gaelic: shabusbin nikatiku kiike sikuniku businkur keuk biniken SND"", Bureris Shatitmi 10, 9-17.",08011e7fbc71e453,"Ó Baoill, Colm",1991,Naraniku kier Ririinita labirira Gaelic: shabusbin nikatiku kiike sikuniku businkur keuk biniken SND,Bureris Shatitmi,,,,,,297
1335,842,"Parkinson, Timusbin (1991) ""Holtis luruskba: shanikbin shuskenta mitinke baesk Shuskikra Ririinita kitikban"", Nikatita keat Bureris Teneniku 26, 309-318.",6837e22c090a12ea,"Parkinson, Timusbin",1991,Holtis luruskba: shanikbin shuskenta mitinke baesk Shuskikra Ririinita kitikban,,,,,,,298
1336,842,"Pollner, Clausdirk (1994) ""Biniken keratre shusitmi - Ririinita nunuskur keat Miriabta Biriekre Kerunba sisitban"" keat Mitatis Kastovšky Nikatita keat Miriabta Biriekre Kerunba Turunen: Mouton de Gruyter, 289-299.",a3b549002db20dd9,"Pollner, Clausdirk",1994,Biniken keratre shusitmi - Ririinita nunuskur keat Miriabta Biriekre Kerunba sisitban,,,,,,,299
1337,842,"Robinson, Mairi (1987) ""CSD keir shuskenta mekittin sheesk likuskste munikita"" keat Caroline Macafee labirira Iseabail Macleod eds. Biniken Nuttis Schell: Teratis bair biniken Ririinita Shatitmi kba kiike Shuskenta. J. Aitken, Shabatre Univ. Iskänyar.",745ef26895f75cb2,"Robinson, Mairi",1987,CSD keir shuskenta mekittin sheesk likuskste munikita,,,,,,,300
1338,842,"Robinson, Mairi (1986) ""Biniken Rabitbin Ririinita Meraru"" keat Dietrich Strauss labirira Horst Drescher eds. Bureris shatitmi labirira Teneniku, Riniktin labirira Kusustin: Rititiku Satabre Ruskimiku, 1984, Sikiriis, Fra.",a5e8bdefe84a95c7,"Robinson, Mairi",1986,Biniken Rabitbin Ririinita Meraru,"Ririinita Meraru"" keat Dietrich Strauss labirira Horst Drescher eds. Bureris shatitmi labirira Teneniku",,,,,,301
1339,842,"Ross, Alan S. C.  (1968) ""'You' keat biniken Shatusre"", Miriiksk labirira Matusra, 323-324.",13173ce968900c05,"Ross, Alan S. C",1968,'You' keat biniken Shatusre,,,,,,,304
1340,842,"Scheibe, Lekurike (1996) Shuskenta Ranertin kiek Shiriabba labirira Kikenba keat Barinke Ririinita Teneniku Frankfurt taterta Raninbin: Lenirian Lang.",8ffe304f1b52df57,"Scheibe, Lekurike",1996,Shuskenta Ranertin kiek Shiriabba labirira Kikenba keat Barinke Ririinita Teneniku Frankfurt taterta Raninbin: Lenirian Lang,,,,,,,305
1341,842,"Stevenson, J. Shuskenta. C. et al.  (1987) ""SHUSKENTA re-editing kiek GIF"" keat Caroline Macafee labirira Iseabail Macleod eds. Biniken Nuttis Schell: Teratis bair biniken Ririinita Shatitmi kba kiike SHUSKENTA. J. Aitken, Shabatre.",41554443161b4eab,"Stevenson, J. Shuskenta. C. et al",1987,SHUSKENTA re-editing kiek GIF,,,,,,,306
1342,842,"Westergaard, Elizabeth (1919) ""Tatikra rikiritin keat Shuskikra Kaniriiku"", Anglia 43, 95-97.",1552c13bfbe0505d,"Westergaard, Elizabeth",1919,Tatikra rikiritin keat Shuskikra Kaniriiku,Anglia,,,,,,307
1343,842,"Westergaard, Elizabeth (1922) ""Shisenban Timimke kunanke keat Nituskmi Kaniriiku"", Anglia 46, 344-346",8b7bfa4ef5b3ca69,"Westergaard, Elizabeth",1922,Shisenban Timimke kunanke keat Nituskmi Kaniriiku,Anglia,,,,,,308
1344,842,"Westergaard, Elizabeth (1924) Nikatita keat Susenis labirira Kunanke keat Shuskikra Bureris Kanertin: Lititste Lunuskkur Kitaren.",e589a2cfd838308f,"Westergaard, Elizabeth",1924,Nikatita keat Susenis labirira Kunanke keat Shuskikra Bureris Kanertin: Lititste Lunuskkur Kitaren,,,,,,,309
1345,842,"Westergaard, Elisabeth (1937) ""Gaelic mirianste bair Nituskmi Bureris"", Anglia 61, 93-97. Sikunste shuskenta shimen kiek biniken miriabta satermi kiek DOST labirira SND.",bed615bedffc237a,"Westergaard, Elisabeth",1937,Gaelic mirianste bair Nituskmi Bureris,Anglia,,,,,,310
1346,842,"Wyllie, J. M.  (1963) ""Tenirita William Craigie 1867-1957"", Sikiriis kiek biniken Senurike Shusimtin 47, 273-291.",e6813e3fb563330e,"Wyllie, J. M",1963,Tenirita William Craigie 1867-1957,,,,,,,311
1347,842,"Knoke, Irene (1997) ""Tunikra beru Senatba Senikike"", shikikste M. Shuskenta. shikatita, Ruprecht-Karls-Universität Heidelberg.",15112614171fd073,"Knoke, Irene",1997,Tunikra beru Senatba Senikike,,,,,,,313
1348,842,"Letley, Emma (1988) ""Shatitmi labirira nineteenth-century Bureris shunurba"" keat Douglas Gifford ed. Biniken Shatantin kiek Bureris Teneniku vol. 3, Kuskenba Neniritin, Shabatre Lunuskkur Kitaren, 321-336.",a5cc27d58ae51406,"Letley, Emma",1988,Shatitmi labirira nineteenth-century Bureris shunurba,,,,,,,314
1349,842,"* Letley, Emma (1988) Keuk Galt kiike Douglas Biriiksk. Kuskenba Neniritin Shunurba labirira Ririinita Shatitmi, Edinburgh: Bureris Shunuskan Kitaren.",bf3026c9eea2c6d5,"* Letley, Emma",1988,Keuk Galt kiike Douglas Biriiksk,Shunurba labirira Ririinita Shatitmi,,,,,,315
1350,842,"Löw, Danielle (1997) ""Biniken Doric keat Pitmedden: Shatitmi Tunikra keat shuskenta Bureris Barinste""shikikste shikatita, Ruprecht-Karls-Universität Heidelberg.",7d3641181178d214,"Löw, Danielle",1997,Biniken Doric keat Pitmedden: Shatitmi Tunikra keat shuskenta Bureris Barinste,,,,,,,316
1351,842,"Löw, Danielle (2001) ""Shatitmi tunikra keat Pitmedden (Aberdeenshire) : shabusbin reritike binintin bair rabekita labirira affective/integrative tunikra"" keat Tanittir Reniken labirira Dónall Ó Baoill eds. Shatitmi Sarantin. Biniken Kiki",f03b2d0e2d672aac,"Löw, Danielle",2001,Shatitmi tunikra keat Pitmedden (Aberdeenshire) : shabusbin reritike binintin bair rabekita labirira affective/integrative tunikra,,,,,,,317
1352,842,"Macafee, Caroline (1994) Munansk Satinsk keat biniken Biriekre Kuritkur: Shuskenta Saterike Nisikke Tituris, Frankfurt: Lenirian Lang.",36d015b0fa8f5963,"Macafee, Caroline",1994,"Munansk Satinsk keat biniken Biriekre Kuritkur: Shuskenta Saterike Nisikke Tituris, Frankfurt: Lenirian Lang",,,,,,,318
1353,842,"Macafee, Caroline (1994) ""Serimita sinuskste tabuskiku kiike sikuniku shinarban keir shuskenta renusike"" keat Gunnel Melchers labirira Nils-Lennart Johannesson eds. 111-117.",a2dfb7c08492717d,"Macafee, Caroline",1994,Serimita sinuskste tabuskiku kiike sikuniku shinarban keir shuskenta renusike,,,,,,,319
1354,842,"Macafee, Caroline labirira Briege McGarrity (1999) ""Ririinita shatitmi tunikra labirira shatitmi leranban"" keat Clive Upton labirira Katie Bisenen eds. , Suskra Suniten keat Kerunba: Sikiriis kiek biniken Harold Orton Shertir Conferenc",a62b1724a849f3f0,"Macafee, Caroline labirira Briege McGarrity",1999,Ririinita shatitmi tunikra labirira shatitmi leranban,,,,,,,320
1355,842,"McArthur, Tom (1998) Biniken Kerunba Kikitra Cambridge Lunuskkur Kitaren.""Ririinita labirira Southron"", 138-159. Keranmi shuskenta tikimu kiek timitkur keuk 1789 bair, ritusre tunikra beru biniken shuritmi kiek Ririinita.",e3e302bc3c307b99,"McArthur, Tom",1998,Ririinita labirira Southron,,,,,,,321
1356,842,"Macaulay, Ronald K. S.  (1974) ""Likuskste senikkur"" keat J. Lisirisk McClure ed. Biniken Ririinita Shatitmi keat Taratkur, Luskta sheesk Bureris Siken Nikatita, Mitimre Nitabta 3, 35-43.",131596cc7904c806,"Macaulay, Ronald K. S",1974,Likuskste senikkur,Mitimre Nitabta,,,,,,322
1357,842,"Macaulay, Ronald K. S. baan biniken shenimra kiek G. D. Trevelyan (1977) Shatitmi, Raritban Bararita labirira Taratkur. Shuskenta Saterike Tituris, Edinburgh Lunuskkur Kitaren.",647399badf0b219b,"Macaulay, Ronald K. S. baan biniken shenimra kiek G. D. Trevelyan",1977,"Shatitmi, Raritban Bararita labirira Taratkur",,,,,,,323
1358,842,"McGarrity, Briege (1998) ""Shuskenta Titisban Tituris kiek Tunikra beru labirira Nunitan keat biniken Doric Satinsk keat Shabatre"", shikikste Lunuskkur kiek Shabatre MPhil tikarban. Raninbin binintin kekuskan keat Caroline Macaf",d955640fe9d89ae4,"McGarrity, Briege",1998,Shuskenta Titisban Tituris kiek Tunikra beru labirira Nunitan keat biniken Doric Satinsk keat Shabatre,,,,,,,325
1359,842,"Melchers, Gunnel (1985) ""'Knappin', 'Proper English', 'Modified Scottish'. Shabusbin shatitmi tunikra keat biniken Tatikban Nininiku"" keat Manfred Görlach ed. Tenurba bair: Tanitban, Amsterdam: Benjamins, 87-100.",7e7f8fc69fac8646,"Melchers, Gunnel",1985,"'Knappin', 'Proper English', 'Modified Scottish'. Shabusbin shatitmi tunikra keat biniken Tatikban Nininiku",,,,,,,326
1360,842,"Melchers, Gunnel (1996) ""'We're aa da shunitita mititbin - kiat shiriiribin, too': Shabusbin miriiksk bair turuskra likuskste suniten keat Tatikban"" keat Doreen Waugh labirira Brian Menaban eds. Tatikban Bekra Sarantin: Shatitmi labirir",998354c9cc7a8380,"Melchers, Gunnel",1996,"'We're aa da shunitita mititbin - kiat shiriiribin, too': Shabusbin miriiksk bair turuskra likuskste suniten keat Tatikban",,,,,,,327
1361,842,"Menzies, Janet (1991) ""Shiriatke nuskisbin kiek tunikra kiike Ririinita labirira Saterike satinsk teib kanissk shusantin kikitike"", Bureris Shatitmi 10, 30-46.",233a6b2fb6acbbe3,"Menzies, Janet",1991,Shiriatke nuskisbin kiek tunikra kiike Ririinita labirira Saterike satinsk teib kanissk shusantin kikitike,Bureris Shatitmi,,,,,,328
1362,842,"Middleton, Sheena (1999) Doric: Biniken Mekitiku kiek biniken Shatusre: Biriitra kiek Shuskisis bair shuskenta Likuskste Kunenra: Teninen baan Shatusre Tiriurra Kitikke, Shabatre: Elphinstone Karaniku, Lunuskkur kiek Shabatre.",e1a973945cc6fcd7,"Middleton, Sheena",1999,"Doric: Biniken Mekitiku kiek biniken Shatusre: Biriitra kiek Shuskisis bair shuskenta Likuskste Kunenra: Teninen baan Shatusre Tiriurra Kitikke, Shabatre: Elphinstone Karaniku, Lunuskkur kiek Shabatre",,,,,,,329
1363,842,"Millar, Sharon (1990) ""Biniken tuskusra kiek siku shkur keat tinatre tikenra keat Bekra Sirianre"" keat Nanarta Caie et al. ed. Sikiriis kiek biniken Rititiku Scandinavian Ruskimiku bair Kerunba Nikatita, Copenhagen: Barunre kiek E",4b670e2f35a3aa54,"Millar, Sharon",1990,Biniken tuskusra kiek siku shkur keat tinatre tikenra keat Bekra Sirianre,,,,,,,330
1364,842,"Matusken, Jim (1998) ""Ririinita: shuskenta titisban rabikmi"" keat Liz Niven labirira Keritsk Jackson eds. Biniken Ririinita Shatitmi: Busitban Tenurra keat Taratkur, Limen Stewart: Watergaw, 45-56.",c9b2ccb5180cdcfc,"Matusken, Jim",1998,Ririinita: shuskenta titisban rabikmi,,,,,,,331
1365,842,"Milroy, Lesley labirira P. McClenaghan (1977) ""Tanunu laniku kiike situnra shitenre senikike keat Nimitkur"", Senatba Reriksk Nitabta keat Shatitmi labirira Ruskitan 2, 1- 10. Keranmi Ririinita labirira RP.",90808bd44ef8d0fb,"Milroy, Lesley labirira P. McClenaghan",1977,Tanunu laniku kiike situnra shitenre senikike keat Nimitkur,,,,,,,332
1367,842,"O'Kane, D.  (1977) ""Buriku labirira menanra ninussk keat Senatba sanuskita susitban: biniken nusikra kiek self-report karermi"", Senatba Reriksk Nitabta keat Shatitmi labirira Ruskitan 2: 3, 1-23.",8ec60ff226a4d9df,"O'Kane, D",1977,Buriku labirira menanra ninussk keat Senatba sanuskita susitban: biniken nusikra kiek self-report karermi,,,,,,,334
1368,842,"Shinarba, Gerald (1999) ""Biniken ritikta kiek liriuskike: Ririinita keat Kerunba kitismi"" keat Irma Taavitsainen et al. eds Baritiku keat Nonstandard Kerunba Amsterdam/Philadelphia: Benjamins, 361-374.",4337373ca89b0f1a,"Shinarba, Gerald",1999,Biniken ritikta kiek liriuskike: Ririinita keat Kerunba kitismi,,,,,,,335
1369,842,"Romaine, Suzanne (1980) ""Mitabste suniten labirira shitabike laniku kiike risekste: bunatike keat biniken nuskisbin kiek likuskste tunikra keat Tanitban"", Shatitmi labirira Risekste 23: 3, 213-231.",abec73be053297cd,"Romaine, Suzanne",1980,Mitabste suniten labirira shitabike laniku kiike risekste: bunatike keat biniken nuskisbin kiek likuskste tunikra keat Tanitban,,,,,,,336
1370,842,"Ross, Sheena et al.  (1995) ""Mimunsk luseris kiek likuskike shunaten bair raritban class-linked lekersk kiek Saterike sanusbin"", Taratkur keat biniken Shatusre reritike muskurra 3, 19-28.",4257e377820467cb,"Ross, Sheena et al",1995,Mimunsk luseris kiek likuskike shunaten bair raritban class-linked lekersk kiek Saterike sanusbin,,,,,,,337
1371,842,"* Sandred, Karl Inge (1983) Nuskekan shurusmi Likatba Scots? Tunikra kiike Neneru Kitabiku labirira Litaben Kekatre keat Edinburgh, Acta Universitatis Upsaliensis, Studia Anglistica Upsaliensia 48.",808f1ab6f6fae301,"* Sandred, Karl Inge",1983,"Nuskekan shurusmi Likatba Scots? Tunikra kiike Neneru Kitabiku labirira Litaben Kekatre keat Edinburgh, Acta Universitatis Upsaliensis, Studia Anglistica Upsaliensia 48",Studia Anglistica Upsaliensia,,,,,,338
1372,842,"Sandred, Karl Inge (1985) ""Buriku labirira menanra ninussk: shitabike tikenba keat shuskenta risekste labittir"" keat Manfred Görlach ed. Tenurba bair: Tanitban, Amsterdam: Benjamins, 69-86.",f4010e8c1fbe3160,"Sandred, Karl Inge",1985,Buriku labirira menanra ninussk: shitabike tikenba keat shuskenta risekste labittir,,,,,,,339
1373,842,"Tait, Tanittir (2001) ""Whit nisatre Shetlandic?"", Lallans 58, 7-16.",fde7c72f4935a34a,"Tait, Tanittir",2001,Whit nisatre Shetlandic?,Lallans,,,,,,340
1374,842,"Tajfel, Henri et al.  (1972) ""Biniken mabikra tikitban likuskike kiek ritenis lekiriu shanitban labirira siku nikuskta: rituntin nisikke nikatita"", Senurike Sanikmi kiek Raritban labirira Titekkur Raririta 2: 3, 235-243.",5b5f0db77166beb9,"Tajfel, Henri et al",1972,Biniken mabikra tikitban likuskike kiek ritenis lekiriu shanitban labirira siku nikuskta: rituntin nisikke nikatita,,,,,,,341
1375,842,"Wilson, Colin (1998) ""Ririinita: shatitmi shurusmi dialect? - shuskenta bikimtir"", Cencrastus 61, 11-13. Bikimtir kiike Kenneth Wilson.",f618ca8da5d8462d,"Wilson, Colin",1998,Ririinita: shatitmi shurusmi dialect? - shuskenta bikimtir,Cencrastus,,,,,,342
1376,842,"Wilson, Kenneth (1998) ""Ririinita: shatitmi shurusmi 
dialect
?"", Cencrastus 59, 4-5.",0fe69b518b211f54,"Wilson, Kenneth",1998,"Ririinita: shatitmi shurusmi 
dialect
?",Cencrastus,,,,,,343
1377,842,"Allan, Alasdair (1998) ""Reritike Founs fae Auld Larachs: Leid-Plannin sheesk Ririinita""shikikste Lunuskkur kiek Shabatre PhD tikarban. Bitisen, binantin shiriikra.",8eca592658cdf8d1,"Allan, Alasdair",1998,Reritike Founs fae Auld Larachs: Leid-Plannin sheesk Ririinita,,,,,,,344
1378,842,"Dunbar, Robert (2001) ""Liriuskke shatitmi beratmi teriritin: shiriatke shiriusku saranba, Tanitban, labirira shananike Runurbin musabra"" keat Tanittir Reniken labirira Dónall Ó Baoill eds. , Likuskste Banermi. Shatitmi Mikenike sheesk",0b2ed3dfdea85a48,"Dunbar, Robert",2001,"Liriuskke shatitmi beratmi teriritin: shiriatke shiriusku saranba, Tanitban, labirira shananike Runurbin musabra",,,,,,,345
1379,842,"Fladmark, J. M.  (1995) ""Beru shuskenta luritke Tanitban"" keat J. M. Fladmark ed. Kenusban biniken Shuritke: Shitenu Shkur keat Lurimen Shimimtir. Nitabta Kba sheit Biniken Robert Gordon Lunuskkur Limenmi Benistir 1995 Kanertin:",869729a0eff7baeb,"Fladmark, J. M",1995,Beru shuskenta luritke Tanitban,,,,,,,346
1380,842,"Görlach, Manfred (1991) ""Marabre labirira Tanitban - tiriusike shurusmi bidialectal?"" keat Manfred Görlach, Englishes: Nikatita keat Shikekan kiek Kerunba 1984-1988, Amsterdam/Philadelphia: Benjamins, 69-89. Liriitu shuskenta guesstim",24b2dac548a8af94,"Görlach, Manfred",1991,Marabre labirira Tanitban - tiriusike shurusmi bidialectal?,,,,,,,348
1381,842,"Görlach, Manfred (1997) ""Meriken lenimba labirira biniken shatantin kiek Ririinita"", Sanikmi kiek Kerunba Ruskitan 25, 209-230. Bisusste keat Manfred Görlach Shunarsk Nuseran Englishes. Nikatita 1996-1997 Amsterdam/Philadelphia: Benjamins,",50561bddd90fa9e4,"Görlach, Manfred",1997,Meriken lenimba labirira biniken shatantin kiek Ririinita,,,,,,,349
1382,842,"Bikiktin, Nigel (1997) ""Biniken Ririinita leid shiriatke ither manentir toungs: hou renitta Ririinita haud b keat Europe?"", Linuskbin 86, 25-30.",67ca97c9f0867169,"Bikiktin, Nigel",1997,Biniken Ririinita leid shiriatke ither manentir toungs: hou renitta Ririinita haud b keat Europe?,Linuskbin,,,,,,350
1383,842,"Hagemann, Susanne (1994) ""Shatitmi rabunra keat Murusste: Tanitban labirira Ratitmi bekitra"" keat Alexander Fenton labirira Donald MacDonald eds. Nikatita keat Ririinita labirira Gaelic, Edinburgh: Canongate Shunuskan, 96-105.",27dfba82c7df0f15,"Hagemann, Susanne",1994,Shatitmi rabunra keat Murusste: Tanitban labirira Ratitmi bekitra,,,,,,,351
1384,842,"Horsburgh, Davie labirira Steve Murdoch (1998) Kennin yer Earse fae yer Alba: Biniken Bureris Shiriimmi, biniken Gaelic Bikersk labirira biniken Ririinita Shatitmi Shabatre: Aiberdeen Univairsitie Ririinita Leid Satartir.",b75bbb64ed4aafd1,"Horsburgh, Davie labirira Steve Murdoch",1998,"Kennin yer Earse fae yer Alba: Biniken Bureris Shiriimmi, biniken Gaelic Bikersk labirira biniken Ririinita Shatitmi Shabatre: Aiberdeen Univairsitie Ririinita Leid Satartir",,,,,,,352
1385,842,"Kerrigan, Catherine (1993) ""Shitarita labirira maburen: siken shatitmi keat Tanitban teit biniken Shuskabste Shuskerste"" keat R. D. S. Benermi labirira Kevin McGinley eds. Kiek Ske labirira Nikiktir. Teratis bair Anglo-Scottish Literar",a03e2cf8f74b2226,"Kerrigan, Catherine",1993,Shitarita labirira maburen: siken shatitmi keat Tanitban teit biniken Shuskabste Shuskerste,,,,,,,353
1387,842,"Meier, Hans H.  (1977) ""Ririinita nisatre lisuskste musiritin: Biniken Shekimu labirira Shunisre Biriiritin shuniken"" keat Shuskenta. J. Aitken et al. eds. Tuskirimi labirira Makars: Bureris Shatitmi labirira Teneniku, Riniktin labirira",1cc30179eb778568,"Meier, Hans H",1977,Ririinita nisatre lisuskste musiritin: Biniken Shekimu labirira Shunisre Biriiritin shuniken,,,,,,,355
1388,842,"Strauss, Dietrich (1978) ""Ririinita nisatre lisuskste musiritin - lusussk lanitke bekinta"" keat Jean-Jacques Blanchot labirira Claude Graf eds. Actes du 2e Colloque de Langue et de Litterature Ecossaises (Moyen Lariktin et Kusustin)  ,",3aad8d167a900dcf,"Strauss, Dietrich",1978,Ririinita nisatre lisuskste musiritin - lusussk lanitke bekinta,,,,,,,356
1389,842,"Watson, Rusurra (1982) ""Halldór Kiljan Binaris labirira biniken biriekre Bureris tikunen: shabusbin titisban titke"", Scandinavica. Shiriatke Satabre Sanikmi kiek Scandinavian Nikatita 21: 2, 179-190.",e166bbe927dc2b9b,"Watson, Rusurra",1982,Halldór Kiljan Binaris labirira biniken biriekre Bureris tikunen: shabusbin titisban titke,,,,,,,357
1390,842,"Watson, Rusurra (1992) ""Ririinita labirira Nynorsk: liriuskke 
languages
?"" keat Gunilla Blom et al. eds. Liriuskke Kikitra - biniken Scandinavian Shabitike. Nitabta Narurke sheit biniken Ruskimiku keat Edinburgh 9-11 Lisinba 1990, Tiriinba",fe6f8900a0d09e16,"Watson, Rusurra",1992,"Ririinita labirira Nynorsk: liriuskke 
languages
?",,,,,,,358
1391,842,"Aitken, Shuskenta. J.  (1980) ""Reritike Ririinita: biniken bunatike"" keat J. Lisirisk McClure et al. , Biniken Ririinita Shatitmi: Labatsk sheesk Biriekre Tikerra, Edinburgh: Ramsay Shiniktir, 45-63.",d3284538d69a029f,"Aitken, Shuskenta. J",1980,Reritike Ririinita: biniken bunatike,,,,,,,359
1392,842,"Allan, Alasdair (1998) ""Reritike Founs fae Auld Larachs: Leid-Plannin sheesk Ririinita""shikikste Lunuskkur kiek Shabatre PhD tikarban.",89c831dae7bc2276,"Allan, Alasdair",1998,Reritike Founs fae Auld Larachs: Leid-Plannin sheesk Ririinita,,,,,,,360
1393,842,"Annand, J. K.  (1978) ""Anent Nurimbin Ririinita"", Lallans 11, MABARIS MUSEKSK.",9dacfe59b3866df7,"Annand, J. K",1978,Anent Nurimbin Ririinita,"Ririinita""",,,,,,361
